code	name	description	keywords	knowledge_type_code	stem_element	course_code	grade_code	week_code	prompt_ready
CIO_TOAN_SDA_ST	Hiểu về tập hợp số thực	Nhận biết được số vô tỉ, số thực, các khái niệm liên quan và thực hiện được ước lượng, làm tròn.	số thực, số vô tỉ, trục số thực, căn bậc hai, làm tròn	CONCEPT	M	TOAN	G8	W13	"Mã LO: CIO_TOAN_SDA_ST
Tên: Hiểu về tập hợp số thực
Mô tả: Nhận biết được số vô tỉ, số thực, các khái niệm liên quan và thực hiện được ước lượng, làm tròn.
Từ khóa: số thực, số vô tỉ, trục số thực, căn bậc hai, làm tròn
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W13"
SIO_TOAN_SDA_ST_01	Nhận biết được số vô tỉ và số thực	Nhận biết được số vô tỉ, số thực và tập hợp các số thực ®.	số vô tỉ, số thực, tập hợp R	CONCEPT	M	TOAN	G8	W13	"Mã LO: SIO_TOAN_SDA_ST_01
Tên: Nhận biết được số vô tỉ và số thực
Mô tả: Nhận biết được số vô tỉ, số thực và tập hợp các số thực ®.
Từ khóa: số vô tỉ, số thực, tập hợp R
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W13"
SIO_TOAN_SDA_ST_02	Nhận biết được trục số thực và các khái niệm liên quan	Nhận biết được trục số thực, số đối của một số thực, giá trị tuyệt đối của một số thực.	trục số thực, số đối, giá trị tuyệt đối, số thực	CONCEPT	M	TOAN	G8	W13	"Mã LO: SIO_TOAN_SDA_ST_02
Tên: Nhận biết được trục số thực và các khái niệm liên quan
Mô tả: Nhận biết được trục số thực, số đối của một số thực, giá trị tuyệt đối của một số thực.
Từ khóa: trục số thực, số đối, giá trị tuyệt đối, số thực
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W13"
SIO_TOAN_SDA_ST_03	Nhận biết được thứ tự trong tập hợp số thực	Nhận biết được thứ tự trong tập hợp các số thực.	thứ tự, so sánh, số thực	CONCEPT	M	TOAN	G8	W13	"Mã LO: SIO_TOAN_SDA_ST_03
Tên: Nhận biết được thứ tự trong tập hợp số thực
Mô tả: Nhận biết được thứ tự trong tập hợp các số thực.
Từ khóa: thứ tự, so sánh, số thực
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W13"
SIO_TOAN_SDA_ST_04	Thực hiện được ước lượng và làm tròn số	Thực hiện được ước lượng và làm tròn số căn cứ vào độ chính xác cho trước.	ước lượng, làm tròn, độ chính xác, số thập phân	PROCEDURAL	M	TOAN	G8	W10	"Mã LO: SIO_TOAN_SDA_ST_04
Tên: Thực hiện được ước lượng và làm tròn số
Mô tả: Thực hiện được ước lượng và làm tròn số căn cứ vào độ chính xác cho trước.
Từ khóa: ước lượng, làm tròn, độ chính xác, số thập phân
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W10"
SIO_TOAN_SDA_ST_05	Nhận biết được căn bậc hai số học	Nhận biết được căn bậc hai số học của một số không âm.	căn bậc hai số học, số không âm	CONCEPT	M	TOAN	G8	W11	"Mã LO: SIO_TOAN_SDA_ST_05
Tên: Nhận biết được căn bậc hai số học
Mô tả: Nhận biết được căn bậc hai số học của một số không âm.
Từ khóa: căn bậc hai số học, số không âm
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W11"
SIO_TOAN_SDA_ST_06	Tính được giá trị căn bậc hai số học bằng máy tính	Tính được giá trị (đúng hoặc gần đúng) căn bậc hai số học của một số nguyên dương bằng máy tính cầm tay.	căn bậc hai số học, tính toán, máy tính cầm tay	PROCEDURAL	M	TOAN	G8	W11	"Mã LO: SIO_TOAN_SDA_ST_06
Tên: Tính được giá trị căn bậc hai số học bằng máy tính
Mô tả: Tính được giá trị (đúng hoặc gần đúng) căn bậc hai số học của một số nguyên dương bằng máy tính cầm tay.
Từ khóa: căn bậc hai số học, tính toán, máy tính cầm tay
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W11"
CIO_TOAN_SDA_TLT	Vận dụng tính chất của tỉ lệ thức và đại lượng tỉ lệ	Nhận biết và vận dụng được các tính chất của tỉ lệ thức, dãy tỉ số bằng nhau và giải được các bài toán về đại lượng tỉ lệ.	tỉ lệ thức, dãy tỉ số bằng nhau, đại lượng tỉ lệ thuận, đại lượng tỉ lệ nghịch	PROCEDURAL	M	TOAN	G8	W25	"Mã LO: CIO_TOAN_SDA_TLT
Tên: Vận dụng tính chất của tỉ lệ thức và đại lượng tỉ lệ
Mô tả: Nhận biết và vận dụng được các tính chất của tỉ lệ thức, dãy tỉ số bằng nhau và giải được các bài toán về đại lượng tỉ lệ.
Từ khóa: tỉ lệ thức, dãy tỉ số bằng nhau, đại lượng tỉ lệ thuận, đại lượng tỉ lệ nghịch
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W25"
SIO_TOAN_SDA_TLT_01	Nhận biết tỉ lệ thức và tính chất của nó	Nhận biết được tỉ lệ thức và các tính chất của tỉ lệ thức.	tỉ lệ thức, tính chất	CONCEPT	M	TOAN	G8	W19	"Mã LO: SIO_TOAN_SDA_TLT_01
Tên: Nhận biết tỉ lệ thức và tính chất của nó
Mô tả: Nhận biết được tỉ lệ thức và các tính chất của tỉ lệ thức.
Từ khóa: tỉ lệ thức, tính chất
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W19"
SIO_TOAN_SDA_TLT_02	Nhận biết và vận dụng dãy tỉ số bằng nhau	Nhận biết được dãy tỉ số bằng nhau và vận dụng được tính chất của nó.	dãy tỉ số bằng nhau, tính chất, vận dụng	PROCEDURAL	M	TOAN	G8	W21	"Mã LO: SIO_TOAN_SDA_TLT_02
Tên: Nhận biết và vận dụng dãy tỉ số bằng nhau
Mô tả: Nhận biết được dãy tỉ số bằng nhau và vận dụng được tính chất của nó.
Từ khóa: dãy tỉ số bằng nhau, tính chất, vận dụng
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W21"
SIO_TOAN_SDA_TLT_03	Giải quyết bài toán về đại lượng tỉ lệ thuận, nghịch	Giải quyết được một số bài toán về đại lượng tỉ lệ thuận, đại lượng tỉ lệ nghịch.	đại lượng tỉ lệ thuận, đại lượng tỉ lệ nghịch, bài toán thực tế	PROCEDURAL	M	TOAN	G8	W25	"Mã LO: SIO_TOAN_SDA_TLT_03
Tên: Giải quyết bài toán về đại lượng tỉ lệ thuận, nghịch
Mô tả: Giải quyết được một số bài toán về đại lượng tỉ lệ thuận, đại lượng tỉ lệ nghịch.
Từ khóa: đại lượng tỉ lệ thuận, đại lượng tỉ lệ nghịch, bài toán thực tế
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W25"
CIO_TOAN_SDA_BTĐS	Làm quen với biểu thức đại số	Nhận biết được biểu thức số, biểu thức đại số và tính được giá trị của biểu thức đại số.	biểu thức số, biểu thức đại số, biến, giá trị biểu thức	CONCEPT	M	TOAN	G8	W28	"Mã LO: CIO_TOAN_SDA_BTĐS
Tên: Làm quen với biểu thức đại số
Mô tả: Nhận biết được biểu thức số, biểu thức đại số và tính được giá trị của biểu thức đại số.
Từ khóa: biểu thức số, biểu thức đại số, biến, giá trị biểu thức
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W28"
SIO_TOAN_SDA_BTĐS_01	Nhận biết biểu thức số, biểu thức đại số	Nhận biết được biểu thức số, biểu thức đại số.	biểu thức số, biểu thức đại số, biến, hằng	CONCEPT	M	TOAN	G8	W28	"Mã LO: SIO_TOAN_SDA_BTĐS_01
Tên: Nhận biết biểu thức số, biểu thức đại số
Mô tả: Nhận biết được biểu thức số, biểu thức đại số.
Từ khóa: biểu thức số, biểu thức đại số, biến, hằng
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W28"
SIO_TOAN_SDA_BTĐS_02	Tính được giá trị của một biểu thức đại số	Tính được giá trị của một biểu thức đại số tại giá trị cho trước của biến.	giá trị biểu thức, biểu thức đại số, thay giá trị, tính toán	PROCEDURAL	M	TOAN	G8	W28	"Mã LO: SIO_TOAN_SDA_BTĐS_02
Tên: Tính được giá trị của một biểu thức đại số
Mô tả: Tính được giá trị của một biểu thức đại số tại giá trị cho trước của biến.
Từ khóa: giá trị biểu thức, biểu thức đại số, thay giá trị, tính toán
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W28"
CIO_TOAN_SDA_ĐT	Thực hiện các phép tính với đa thức	Nhận biết và thực hiện được các phép tính cơ bản với đơn thức, đa thức nhiều biến và đa thức một biến.	đơn thức, đa thức, đa thức một biến, phép tính, cộng, trừ, nhân, chia	PROCEDURAL	M	TOAN	G8	W34	"Mã LO: CIO_TOAN_SDA_ĐT
Tên: Thực hiện các phép tính với đa thức
Mô tả: Nhận biết và thực hiện được các phép tính cơ bản với đơn thức, đa thức nhiều biến và đa thức một biến.
Từ khóa: đơn thức, đa thức, đa thức một biến, phép tính, cộng, trừ, nhân, chia
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W34"
SIO_TOAN_SDA_ĐT_01	Nhận biết đơn thức, đa thức nhiều biến	Nhận biết được đơn thức, đa thức nhiều biến.	đơn thức, đa thức nhiều biến, nhận biết	CONCEPT	M	TOAN	G8	W29	"Mã LO: SIO_TOAN_SDA_ĐT_01
Tên: Nhận biết đơn thức, đa thức nhiều biến
Mô tả: Nhận biết được đơn thức, đa thức nhiều biến.
Từ khóa: đơn thức, đa thức nhiều biến, nhận biết
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W29"
SIO_TOAN_SDA_ĐT_02	Nhận biết các khái niệm liên quan đến đơn thức, đa thức	Nhận biết được các khái niệm liên quan đến đơn thức, đa thức: hạng tử, hệ số, phần biến, bậc.	hạng tử, hệ số, phần biến, bậc, đơn thức, đa thức	CONCEPT	M	TOAN	G8	W29	"Mã LO: SIO_TOAN_SDA_ĐT_02
Tên: Nhận biết các khái niệm liên quan đến đơn thức, đa thức
Mô tả: Nhận biết được các khái niệm liên quan đến đơn thức, đa thức: hạng tử, hệ số, phần biến, bậc.
Từ khóa: hạng tử, hệ số, phần biến, bậc, đơn thức, đa thức
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W29"
SIO_TOAN_SDA_ĐT_03	Thực hiện các phép tính với đơn thức cùng biến	Thực hiện được các phép tính: cộng, trừ, nhân, chia các đơn thức cùng biến.	đơn thức đồng dạng, cộng, trừ, nhân, chia	PROCEDURAL	M	TOAN	G8	W29	"Mã LO: SIO_TOAN_SDA_ĐT_03
Tên: Thực hiện các phép tính với đơn thức cùng biến
Mô tả: Thực hiện được các phép tính: cộng, trừ, nhân, chia các đơn thức cùng biến.
Từ khóa: đơn thức đồng dạng, cộng, trừ, nhân, chia
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W29"
SIO_TOAN_SDA_ĐT_04	Thực hiện phép cộng, trừ đa thức nhiều biến	Thực hiện được các phép tính: cộng, trừ đa thức nhiều biến.	cộng, trừ, đa thức nhiều biến	PROCEDURAL	M	TOAN	G8	W31	"Mã LO: SIO_TOAN_SDA_ĐT_04
Tên: Thực hiện phép cộng, trừ đa thức nhiều biến
Mô tả: Thực hiện được các phép tính: cộng, trừ đa thức nhiều biến.
Từ khóa: cộng, trừ, đa thức nhiều biến
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W31"
SIO_TOAN_SDA_ĐT_05	Nhận biết đa thức một biến và các khái niệm liên quan	Nhận biết được đa thức một biến và các khái niệm liên quan: hạng tử, bậc, hệ số (cao nhất, tự do), nghiệm.	đa thức một biến, hạng tử, bậc, hệ số, nghiệm	CONCEPT	M	TOAN	G8	W29	"Mã LO: SIO_TOAN_SDA_ĐT_05
Tên: Nhận biết đa thức một biến và các khái niệm liên quan
Mô tả: Nhận biết được đa thức một biến và các khái niệm liên quan: hạng tử, bậc, hệ số (cao nhất, tự do), nghiệm.
Từ khóa: đa thức một biến, hạng tử, bậc, hệ số, nghiệm
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W29"
SIO_TOAN_SDA_ĐT_06	Thực hiện các phép tính với đa thức một biến (cộng, trừ, nhân)	Thực hiện được các phép tính: cộng, trừ, nhân (đơn thức với đa thức, đa thức với đa thức) đa thức một biến.	cộng, trừ, nhân, đa thức một biến	PROCEDURAL	M	TOAN	G8	W32	"Mã LO: SIO_TOAN_SDA_ĐT_06
Tên: Thực hiện các phép tính với đa thức một biến (cộng, trừ, nhân)
Mô tả: Thực hiện được các phép tính: cộng, trừ, nhân (đơn thức với đa thức, đa thức với đa thức) đa thức một biến.
Từ khóa: cộng, trừ, nhân, đa thức một biến
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W32"
SIO_TOAN_SDA_ĐT_07	Thực hiện phép chia đa thức một biến cho đơn thức	Thực hiện được phép chia đa thức một biến cho đơn thức trong trường hợp chia hết.	chia đa thức, đa thức một biến, đơn thức, chia hết	PROCEDURAL	M	TOAN	G8	W34	"Mã LO: SIO_TOAN_SDA_ĐT_07
Tên: Thực hiện phép chia đa thức một biến cho đơn thức
Mô tả: Thực hiện được phép chia đa thức một biến cho đơn thức trong trường hợp chia hết.
Từ khóa: chia đa thức, đa thức một biến, đơn thức, chia hết
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W34"
ULO_TOAN_HHDL	Vận dụng kiến thức về Hình học phẳng và Đo lường	Phát triển khả năng nhận biết, giải thích và vận dụng các tính chất của các đối tượng hình học phẳng (góc, đường thẳng, tam giác) và các đường đặc biệt.	hình học phẳng, góc, đường thẳng song song, tam giác, tam giác bằng nhau, đường đặc biệt	PROCEDURAL	M	TOAN	G8	W23	"Mã LO: ULO_TOAN_HHDL
Tên: Vận dụng kiến thức về Hình học phẳng và Đo lường
Mô tả: Phát triển khả năng nhận biết, giải thích và vận dụng các tính chất của các đối tượng hình học phẳng (góc, đường thẳng, tam giác) và các đường đặc biệt.
Từ khóa: hình học phẳng, góc, đường thẳng song song, tam giác, tam giác bằng nhau, đường đặc biệt
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W23"
CIO_TOAN_HHDL_GOC	Nhận biết và sử dụng các góc ở vị trí đặc biệt	Nhận biết được các góc ở vị trí đặc biệt và tia phân giác của một góc.	góc, góc kề bù, góc đối đỉnh, tia phân giác	CONCEPT	M	TOAN	G8	W1	"Mã LO: CIO_TOAN_HHDL_GOC
Tên: Nhận biết và sử dụng các góc ở vị trí đặc biệt
Mô tả: Nhận biết được các góc ở vị trí đặc biệt và tia phân giác của một góc.
Từ khóa: góc, góc kề bù, góc đối đỉnh, tia phân giác
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W1"
SIO_TOAN_HHDL_GOC_01	Nhận biết các góc ở vị trí đặc biệt	Nhận biết được các góc ở vị trí đặc biệt (hai góc kề bù, hai góc đối đỉnh).	góc kề bù, góc đối đỉnh, vị trí đặc biệt	CONCEPT	M	TOAN	G8	W1	"Mã LO: SIO_TOAN_HHDL_GOC_01
Tên: Nhận biết các góc ở vị trí đặc biệt
Mô tả: Nhận biết được các góc ở vị trí đặc biệt (hai góc kề bù, hai góc đối đỉnh).
Từ khóa: góc kề bù, góc đối đỉnh, vị trí đặc biệt
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W1"
SIO_TOAN_HHDL_GOC_02	Nhận biết tia phân giác của một góc	Nhận biết được tia phân giác của một góc.	tia phân giác, góc, chia đôi góc	CONCEPT	M	TOAN	G8	W1	"Mã LO: SIO_TOAN_HHDL_GOC_02
Tên: Nhận biết tia phân giác của một góc
Mô tả: Nhận biết được tia phân giác của một góc.
Từ khóa: tia phân giác, góc, chia đôi góc
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W1"
CIO_TOAN_HHDL_ĐTS	Hiểu và vận dụng các tính chất của hai đường thẳng song song	Nhận biết và vận dụng được các dấu hiệu, tính chất và tiên đề Euclid về hai đường thẳng song song.	đường thẳng song song, dấu hiệu nhận biết, tiên đề Euclid, góc so le trong, góc đồng vị	PROCEDURAL	M	TOAN	G8	W4	"Mã LO: CIO_TOAN_HHDL_ĐTS
Tên: Hiểu và vận dụng các tính chất của hai đường thẳng song song
Mô tả: Nhận biết và vận dụng được các dấu hiệu, tính chất và tiên đề Euclid về hai đường thẳng song song.
Từ khóa: đường thẳng song song, dấu hiệu nhận biết, tiên đề Euclid, góc so le trong, góc đồng vị
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W4"
SIO_TOAN_HHDL_ĐTS_01	Nhận biết hai đường thẳng song song	Nhận biết được hai đường thẳng song song.	hai đường thẳng song song, nhận biết	CONCEPT	M	TOAN	G8	W2	"Mã LO: SIO_TOAN_HHDL_ĐTS_01
Tên: Nhận biết hai đường thẳng song song
Mô tả: Nhận biết được hai đường thẳng song song.
Từ khóa: hai đường thẳng song song, nhận biết
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W2"
SIO_TOAN_HHDL_ĐTS_02	Mô tả tính chất của hai đường thẳng song song	Mô tả được một số tính chất của hai đường thẳng song song (ví dụ: tính chất về hai góc so le trong, hai góc đồng vị, hai góc trong cùng phía).	tính chất, hai đường thẳng song song, góc so le trong, góc đồng vị, góc trong cùng phía	CONCEPT	M	TOAN	G8	W4	"Mã LO: SIO_TOAN_HHDL_ĐTS_02
Tên: Mô tả tính chất của hai đường thẳng song song
Mô tả: Mô tả được một số tính chất của hai đường thẳng song song (ví dụ: tính chất về hai góc so le trong, hai góc đồng vị, hai góc trong cùng phía).
Từ khóa: tính chất, hai đường thẳng song song, góc so le trong, góc đồng vị, góc trong cùng phía
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W4"
SIO_TOAN_HHDL_ĐTS_03	Mô tả dấu hiệu nhận biết hai đường thẳng song song	Mô tả được dấu hiệu nhận biết hai đường thẳng song song (ví dụ: thông qua cặp góc so le trong, cặp góc đồng vị bằng nhau).	dấu hiệu nhận biết, hai đường thẳng song song, góc so le trong, góc đồng vị	CONCEPT	M	TOAN	G8	W2	"Mã LO: SIO_TOAN_HHDL_ĐTS_03
Tên: Mô tả dấu hiệu nhận biết hai đường thẳng song song
Mô tả: Mô tả được dấu hiệu nhận biết hai đường thẳng song song (ví dụ: thông qua cặp góc so le trong, cặp góc đồng vị bằng nhau).
Từ khóa: dấu hiệu nhận biết, hai đường thẳng song song, góc so le trong, góc đồng vị
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W2"
SIO_TOAN_HHDL_ĐTS_04	Nhận biết tiên đề Euclid	Nhận biết được tiên đề Euclid về đường thẳng song song.	tiên đề Euclid, đường thẳng song song	CONCEPT	M	TOAN	G8	W4	"Mã LO: SIO_TOAN_HHDL_ĐTS_04
Tên: Nhận biết tiên đề Euclid
Mô tả: Nhận biết được tiên đề Euclid về đường thẳng song song.
Từ khóa: tiên đề Euclid, đường thẳng song song
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W4"
CIO_TOAN_HHDL_TG	Hiểu và vận dụng các tính chất và trường hợp bằng nhau của tam giác	Giải thích và vận dụng được các định lí về tổng ba góc, bất đẳng thức tam giác và các trường hợp bằng nhau của tam giác thường và tam giác vuông.	tam giác, tổng ba góc, bất đẳng thức tam giác, tam giác bằng nhau, trường hợp bằng nhau, tam giác vuông, tam giác cân	PROCEDURAL	M	TOAN	G8	W11	"Mã LO: CIO_TOAN_HHDL_TG
Tên: Hiểu và vận dụng các tính chất và trường hợp bằng nhau của tam giác
Mô tả: Giải thích và vận dụng được các định lí về tổng ba góc, bất đẳng thức tam giác và các trường hợp bằng nhau của tam giác thường và tam giác vuông.
Từ khóa: tam giác, tổng ba góc, bất đẳng thức tam giác, tam giác bằng nhau, trường hợp bằng nhau, tam giác vuông, tam giác cân
Loại kiến thức: PROCEDURAL
Môn học: TOAN
Lớp: G8
Tuần: W11"
SIO_TOAN_HHDL_TG_01	Giải thích định lí về tổng các góc trong một tam giác	Giải thích được định lí về tổng các góc trong một tam giác bằng 180 độ.	tổng ba góc, tam giác, định lí, 180 độ	CONCEPT	M	TOAN	G8	W6	"Mã LO: SIO_TOAN_HHDL_TG_01
Tên: Giải thích định lí về tổng các góc trong một tam giác
Mô tả: Giải thích được định lí về tổng các góc trong một tam giác bằng 180 độ.
Từ khóa: tổng ba góc, tam giác, định lí, 180 độ
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W6"
SIO_TOAN_HHDL_TG_02	Nhận biết bất đẳng thức tam giác	Nhận biết được mối liên hệ về độ dài ba cạnh trong một tam giác (bất đẳng thức tam giác).	bất đẳng thức tam giác, ba cạnh, độ dài, mối liên hệ	CONCEPT	M	TOAN	G8	W20	"Mã LO: SIO_TOAN_HHDL_TG_02
Tên: Nhận biết bất đẳng thức tam giác
Mô tả: Nhận biết được mối liên hệ về độ dài ba cạnh trong một tam giác (bất đẳng thức tam giác).
Từ khóa: bất đẳng thức tam giác, ba cạnh, độ dài, mối liên hệ
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W20"
SIO_TOAN_HHDL_TG_03	Nhận biết khái niệm hai tam giác bằng nhau	Nhận biết được khái niệm hai tam giác bằng nhau.	hai tam giác bằng nhau, khái niệm, cạnh tương ứng, góc tương ứng	CONCEPT	M	TOAN	G8	W7	"Mã LO: SIO_TOAN_HHDL_TG_03
Tên: Nhận biết khái niệm hai tam giác bằng nhau
Mô tả: Nhận biết được khái niệm hai tam giác bằng nhau.
Từ khóa: hai tam giác bằng nhau, khái niệm, cạnh tương ứng, góc tương ứng
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W7"
SIO_TOAN_HHDL_TG_04	Giải thích các trường hợp bằng nhau của hai tam giác	Giải thích được các trường hợp bằng nhau của hai tam giác (cạnh-cạnh-cạnh, cạnh-góc-cạnh, góc-cạnh-góc).	trường hợp bằng nhau, c.c.c, c.g.c, g.c.g, tam giác	CONCEPT	M	TOAN	G8	W8	"Mã LO: SIO_TOAN_HHDL_TG_04
Tên: Giải thích các trường hợp bằng nhau của hai tam giác
Mô tả: Giải thích được các trường hợp bằng nhau của hai tam giác (cạnh-cạnh-cạnh, cạnh-góc-cạnh, góc-cạnh-góc).
Từ khóa: trường hợp bằng nhau, c.c.c, c.g.c, g.c.g, tam giác
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W8"
SIO_TOAN_HHDL_TG_05	Giải thích các trường hợp bằng nhau của hai tam giác vuông	Giải thích được các trường hợp bằng nhau của hai tam giác vuông (cạnh huyền-góc nhọn, cạnh huyền-cạnh góc vuông).	tam giác vuông, trường hợp bằng nhau, cạnh huyền - góc nhọn, cạnh huyền - cạnh góc vuông	CONCEPT	M	TOAN	G8	W10	"Mã LO: SIO_TOAN_HHDL_TG_05
Tên: Giải thích các trường hợp bằng nhau của hai tam giác vuông
Mô tả: Giải thích được các trường hợp bằng nhau của hai tam giác vuông (cạnh huyền-góc nhọn, cạnh huyền-cạnh góc vuông).
Từ khóa: tam giác vuông, trường hợp bằng nhau, cạnh huyền - góc nhọn, cạnh huyền - cạnh góc vuông
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W10"
SIO_TOAN_HHDL_TG_06	Mô tả và giải thích tính chất của tam giác cân	Mô tả được tam giác cân và giải thích được các tính chất của nó (ví dụ: hai góc ở đáy bằng nhau).	tam giác cân, tính chất, góc ở đáy, cạnh bên	CONCEPT	M	TOAN	G8	W11	"Mã LO: SIO_TOAN_HHDL_TG_06
Tên: Mô tả và giải thích tính chất của tam giác cân
Mô tả: Mô tả được tam giác cân và giải thích được các tính chất của nó (ví dụ: hai góc ở đáy bằng nhau).
Từ khóa: tam giác cân, tính chất, góc ở đáy, cạnh bên
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W11"
CIO_TOAN_HHDL_TGĐĐ	Nhận biết và hiểu tính chất các đường đặc biệt trong tam giác	Nhận biết và giải thích được các đường đặc biệt (đường vuông góc, xiên, trung trực, trung tuyến, phân giác, cao) và sự đồng quy của chúng.	đường đặc biệt, tam giác, trung tuyến, phân giác, cao, trung trực, đồng quy	CONCEPT	M	TOAN	G8	W23	"Mã LO: CIO_TOAN_HHDL_TGĐĐ
Tên: Nhận biết và hiểu tính chất các đường đặc biệt trong tam giác
Mô tả: Nhận biết và giải thích được các đường đặc biệt (đường vuông góc, xiên, trung trực, trung tuyến, phân giác, cao) và sự đồng quy của chúng.
Từ khóa: đường đặc biệt, tam giác, trung tuyến, phân giác, cao, trung trực, đồng quy
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W23"
SIO_TOAN_HHDL_TGĐĐ_01	Nhận biết đường vuông góc và đường xiên	Nhận biết được đường vuông góc và đường xiên kẻ từ một điểm đến một đường thẳng.	đường vuông góc, đường xiên, hình chiếu	CONCEPT	M	TOAN	G8	W20	"Mã LO: SIO_TOAN_HHDL_TGĐĐ_01
Tên: Nhận biết đường vuông góc và đường xiên
Mô tả: Nhận biết được đường vuông góc và đường xiên kẻ từ một điểm đến một đường thẳng.
Từ khóa: đường vuông góc, đường xiên, hình chiếu
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W20"
SIO_TOAN_HHDL_TGĐĐ_02	Giải thích quan hệ giữa đường vuông góc và đường xiên	Giải thích được quan hệ giữa đường vuông góc và đường xiên, đường xiên và hình chiếu của nó.	quan hệ, đường vuông góc, đường xiên, hình chiếu	CONCEPT	M	TOAN	G8	W20	"Mã LO: SIO_TOAN_HHDL_TGĐĐ_02
Tên: Giải thích quan hệ giữa đường vuông góc và đường xiên
Mô tả: Giải thích được quan hệ giữa đường vuông góc và đường xiên, đường xiên và hình chiếu của nó.
Từ khóa: quan hệ, đường vuông góc, đường xiên, hình chiếu
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W20"
SIO_TOAN_HHDL_TGĐĐ_03	Nhận biết và giải thích tính chất đường trung trực	Nhận biết được đường trung trực của một đoạn thẳng và giải thích được tính chất cơ bản của nó.	đường trung trực, đoạn thẳng, tính chất, cách đều	CONCEPT	M	TOAN	G8	W11	"Mã LO: SIO_TOAN_HHDL_TGĐĐ_03
Tên: Nhận biết và giải thích tính chất đường trung trực
Mô tả: Nhận biết được đường trung trực của một đoạn thẳng và giải thích được tính chất cơ bản của nó.
Từ khóa: đường trung trực, đoạn thẳng, tính chất, cách đều
Loại kiến thức: CONCEPT
Môn học: TOAN
Lớp: G8
Tuần: W11"
SIO_TOAN_HHDL_TGĐĐ_04	Nhận biết các đường đặc biệt trong tam giác	Nhận biết được các đường đặc biệt trong tam giác (đường trung tuyến, đường cao, đường phân giác, đường trung trực).	đường trung tuyến, đường cao, đường phân giác, đường trung trực	FACTUAL	M	TOAN	G8	W23	"Mã LO: SIO_TOAN_HHDL_TGĐĐ_04
Tên: Nhận biết các đường đặc biệt trong tam giác
Mô tả: Nhận biết được các đường đặc biệt trong tam giác (đường trung tuyến, đường cao, đường phân giác, đường trung trực).
Từ khóa: đường trung tuyến, đường cao, đường phân giác, đường trung trực
Loại kiến thức: FACTUAL
Môn học: TOAN
Lớp: G8
Tuần: W23"
